   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:782(ListModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:795(ListIterModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:1087(SliceModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:1106(ArrayIterator)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:1207(RangeModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/cloudpickle/cloudpickle.py:490(instance)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/rewrites/static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:102(IterNext)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:429(CmpOpGe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:449(CmpOpEq)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:477(TupleNe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:482(TupleGe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:492(TupleLe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:497(TupleLt)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:520(CmpOpIs)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:583(Contains)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:601(StaticGetItemTuple)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:1046(Enumerate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:35(NOTSET)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:322(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:391(ExhaustIterConstraint)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/stencils/stencilparfor.py:870(DummyPipeline)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npydecl.py:681(DtypeEq)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/intrinsics.py:8(_DivmodFixer)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:72(TranslateByteCode)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:237(GenericRewrites)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:456(__init__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/caching.py:699(FunctionCache)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typed_passes.py:402(DumpParforDiagnostics)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc/dufunc.py:221(build_ufunc)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc/wrappers.py:731(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/librosa/util/exceptions.py:12(ParameterError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/compressor.py:180(XZCompressorWrapper)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/memory.py:63(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/memory.py:334(AsyncNotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/hashing.py:40(_MyHash)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/compressor.py:549(BinaryGzipFile)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/concurrent/futures/process.py:123(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/concurrent/futures/process.py:129(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/externals/loky/backend/process.py:76(AuthenticationKey)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/externals/cloudpickle/cloudpickle.py:476(instance)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:272(_ResultItem)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/cffi/model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/cffi/model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/listdecl.py:110(MulList)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/listdecl.py:127(ListCompare)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:609(StaticGetItemRecord)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:93(TimedeltaDivOp)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:245(DatetimeCmpOp)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:115(TimedeltaUnaryPos)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:133(TimedeltaBinMult)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:275(DatetimeCmpGE)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:301(__init__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:640(__init__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/audioread/base.py:16(AudioFile)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:242(Hashable)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:1132(ReturnValue)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:253(ConditionalBranch)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1319(RegistryLoader)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:374(PointerModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:888(ArrayFlagsModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/callconv.py:380(build_excinfo_struct)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:414(CmpOpLt)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:454(CmpOpNe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:622(StaticGetItemLiteralList)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:638(StaticGetItemLiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:954(Bool)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:1074(Iter)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/parfors/parfor.py:3053(ParforPreLoweringPass)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:442(PairSecondConstraint)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/compiler_machinery.py:117(FunctionPass)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/compiler_machinery.py:129(LoweringPass)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:153(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typed_passes.py:177(PartialTypeInference)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/decorator.py:290(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/collections.py:69(DelItemSequence)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/setdecl.py:77(SetOperator)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:119(TimedeltaUnaryNeg)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:138(TimedeltaTrueDiv)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:153(TimedeltaCmpNe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:267(DatetimeCmpLE)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:507(CompositeModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/audioread/ffdec.py:46(UnsupportedError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/audioread/ffdec.py:54(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/config.py:184(validate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:235(Dummy)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:593(SetIter)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/colorama/winterm.py:23(WinStyle)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/errors.py:729(RequireLiteralValue)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/misc.py:36(UndefVar)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/types.py:100(LabelType)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/scalars.py:181(NPTimedelta)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:148(init)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:362(FloatModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/rewrites/static_getitem.py:95(RewriteStringLiteralSetitems)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:2035(AdaptCFBlock)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:344(BitwiseOr)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:354(BitwiseXor)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:383(UnaryNegate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:388(UnaryPositive)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:419(CmpOpLe)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:487(TupleGt)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:592(TupleBool)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:1018(Complex)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:1098(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:283(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeinfer.py:493(TypedGetItemConstraint)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npydecl.py:542(BaseStackTemplate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npydecl.py:640(NdIter)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typed_passes.py:172(NopythonTypeInference)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/msgpack/exceptions.py:10(BufferFull)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/msgpack/exceptions.py:18(FormatError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/_store_backends.py:26(CacheWarning)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/compressor.py:566(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/concurrent/futures/process.py:151(_ResultItem)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/concurrent/futures/process.py:158(_CallItem)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/listdecl.py:16(ListBuiltin)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/listdecl.py:87(AddList)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:219(SetItemBuffer)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:649(StaticSetItemRecord)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:673(StaticSetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:31(TimedeltaBinOp)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:123(TimedeltaBinAdd)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:128(TimedeltaBinSub)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:165(TimedeltaCmpLt)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:177(TimedeltaCmpGE)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:255(DatetimeCmpEq)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:263(DatetimeCmpLt)
        2    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/audioread/ffdec.py:50(NotInstalledError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:317(Sized)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:354(Container)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:367(MutableSequence)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/common.py:9(Opaque)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/errors.py:577(UnsupportedError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/errors.py:590(IRError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:4(DuplicatedNameError)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:52(_StringReferenceCaching)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:701(DIToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:1118(Argument)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/builder.py:134(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/targetconfig.py:47(_FlagsStack)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/typeof.py:120(_typeof_float)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/callconv.py:924(PythonErrorModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:195(BinOpMul)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:200(BinOpMul)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:279(PowerBuiltin)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:329(BitwiseAnd)
